Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
    481      12    112247    113108    18.59   25383   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1285      43    157540    174982    22.19   25428   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    165      24     50368     57717    13.54   25482   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1030      47     75153     83150    11.93   25515   1  spoolsv            C:\Windows\System32\spoolsv.exe
    630      58      8009      9167     5.18   25519   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1188      23    170989    173471    42.34   25556   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    843      29     61814     71090    42.96   25596   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    664       5     91170     94560    26.10   25651   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1085       7     22822     36463    24.28   25696   1  conhost            C:\Windows\System32\conhost.exe
   1227      34     74837     92127    41.53   25711   1  lsass              C:\Windows\System32\lsass.exe
    886      19     12970     14289    33.77   25735   1  services           C:\Windows\System32\services.exe
    153      21     66513     75188    30.65   25746   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    464      31     51477     66800    12.65   25786   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    846      60     66231     73594    36.41   25821   1  explorer           C:\Windows\explorer.exe
    462      25     85256     95954    43.28   25853   1  csrss              C:\Windows\System32\csrss.exe
   1082      12    126636    145855    43.68   25899   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    807      31     50657     67185    38.30   25953   1  explorer           C:\Windows\explorer.exe
    979      11      6426     24180    31.26   25990   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    671      37    142577    144419     9.40   25997   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1366      26     42702     45879    33.05   26018   1  lsass              C:\Windows\System32\lsass.exe
    683      29     66255     77463    10.39   26024   1  dllhost            C:\Windows\System32\dllhost.exe
    258      32     98700    105022     1.38   26029   1  taskhostw          C:\Windows\System32\taskhostw.exe
    227      55    124245    126700    10.60   26072   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    795       6    110201    121970     4.69   26109   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1097      35    149001    156553    32.35   26160   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    331      35      4619     17716    40.99   26172   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    257      12     98364    112503     4.74   26214   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    966      28    123944    132528    35.63   26229   1  lsass              C:\Windows\System32\lsass.exe
    648      26    156348    172181     5.16   26282   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
   1240      13     17173     35661     2.69   26287   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    316      59    112110    119422    15.48   26297   1  wininit            C:\Windows\System32\wininit.exe
    892      12     58065     69461    13.99   26310   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    364      46     22936     34118    16.55   26333   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    428      39    178250    184305    16.76   26391   1  svchost            C:\Windows\System32\svchost.exe
    893      14     63916     66376    10.02   26424   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
   1139       6    105271    106466    34.18   26461   1  sihost             C:\Windows\System32\sihost.exe
    268      29     20794     24415    33.92   26498   1  lsass              C:\Windows\System32\lsass.exe
    284      10     79173     85295     1.02   26536   1  cmd                C:\Windows\System32\cmd.exe
    819      42    107407    114323     9.37   26575   1  sihost             C:\Windows\System32\sihost.exe
    293      25      4817     24666    16.29   26588   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    584      20    173005    191340    22.07   26627   1  csrss              C:\Windows\System32\csrss.exe
    502      20     46282     64623    44.86   26632   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1035      36    158053    166866    38.69   26638   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1015      57     19261     25665     4.32   26674   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    319      43     98745    101241    41.14   26723   1  cmd                C:\Windows\System32\cmd.exe
    591      27     13768     17745    37.16   26780   1  svchost            C:\Windows\System32\svchost.exe
    228       8    162121    177303     2.50   26833   1  csrss              C:\Windows\System32\csrss.exe
   1373      23    138206    138792    29.24   26843   1  svchost            C:\Windows\System32\svchost.exe
    550      33     10148     13301     9.89   26865   1  conhost            C:\Windows\System32\conhost.exe
   1147      32    114242    129427    40.80   26899   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1054      21     42815     55410    44.28   26922   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    541      55    143078    155806    13.84   26955   1  cmd                C:\Windows\System32\cmd.exe
   1263      38    140606    154990    25.53   26964   1  ctfmon             C:\Windows\System32\ctfmon.exe
    794      28     94936    100590    29.32   26995   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1190      13    138620    148295    35.46   27041   1  audiodg            C:\Windows\System32\audiodg.exe
    760      10     26369     33145     7.40   27101   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1203      11    114633    116996     5.84   27135   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    657      58     94510    108101    19.80   27146   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    378      37    177742    191573    43.94   27189   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    392       7    153879    162674    34.35   27238   1  ctfmon             C:\Windows\System32\ctfmon.exe
    211      54     46305     54835     8.92   27247   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    573      58     96424     98070    25.63   27251   1  wininit            C:\Windows\System32\wininit.exe
    797      52     28247     32029     7.85   27302   1  sihost             C:\Windows\System32\sihost.exe
   1287      55    116745    125296    27.04   27351   1  notepad            C:\Windows\System32\notepad.exe
   1235      40    142929    156026    33.17   27355   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    266      21    156003    164401    29.77   27392   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    656      19     70413     77762    29.77   27439   1  lsass              C:\Windows\System32\lsass.exe
    288      58     19354     23804    15.53   27476   1  winlogon           C:\Windows\System32\winlogon.exe
    734      20     20412     23247     9.70   27515   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1355      39    154206    169632     0.53   27575   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    707      41     32419     50285     3.50   27629   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    125      20    103539    118455     7.90   27673   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    850      28     43077     62745    41.88   27687   1  notepad            C:\Windows\System32\notepad.exe
   1372      36     40160     53791    25.12   27726   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    654      13     48203     55267    15.80   27751   1  explorer           C:\Windows\explorer.exe
    716      55    116899    131204     0.52   27793   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    346      27     33845     36313    40.91   27801   1  wininit            C:\Windows\System32\wininit.exe
   1084      42     12930     22311    23.15   27822   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1372      29     36290     41281     6.68   27861   1  notepad            C:\Windows\System32\notepad.exe
    956      25     36295     41325    30.61   27885   1  ctfmon             C:\Windows\System32\ctfmon.exe
    837      37    111777    113348    35.96   27899   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1330      49     97351    102913    10.46   27907   1  audiodg            C:\Windows\System32\audiodg.exe
     85       5    144108    156524    27.59   27938   1  cmd                C:\Windows\System32\cmd.exe
    223      39     22669     23650    23.21   27958   1  taskhostw          C:\Windows\System32\taskhostw.exe
    787      44     90207    108665    31.62   28011   1  wininit            C:\Windows\System32\wininit.exe
    958      47     52338     68326    18.78   28018   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    588      22     39603     46711    37.43   28078   1  spoolsv            C:\Windows\System32\spoolsv.exe
    903       8     54169     69576    22.66   28116   1  conhost            C:\Windows\System32\conhost.exe
    349      45     18093     37082    39.93   28141   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    800      31    173386    176856     7.51   28168   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    256      56     89127    108908    17.15   28182   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1211      45     67293     71714    39.86   28211   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
   1224      55     44665     47656     7.07   28244   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    689      21     32811     42863    35.98   28292   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1183      44    152723    167356     9.69   28309   1  ctfmon             C:\Windows\System32\ctfmon.exe
    720      60    173715    192423    41.66   28323   1  audiodg            C:\Windows\System32\audiodg.exe
